Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
0	-3977.969	-4239.216	261.247	0.00484374	0.00295421	0.00290803	0.00221381	0.00543269	0.00184555	0.0168209	0.0119328	0.0117244	0.0183008	0.00398919	0.00240184	0.00307985	0.0032289	0.0046591	0.0477612	0.0255104	0.017496	0.0103717	0.00328496	0.00396467	0.000111129	0.00938228	0.0105778	0.0236358	0.00498539	0.00806693	0.0118874	0.00974218	0.0198427	0.0029027	0.00726684	0.00536819	0.00864454	0.0155093	0.00272845	0.0082633	0.0103574	0.00205417	0.00719196	0.0138313	0.00612903	0.00729752	0.00683746	0.00576454	0.0108973	0.00708027	0.00548177	0.0281259	0.0257048	0.00460471	0.0190381	0.00732936	0.00661055	0.0188805	0.0169967	0.000375437	0.00474646	0.0182411	0.0081475	0.00596341	0.0260665	0.0168702	0.0339292	0.00328429	0.0151461	0.00130265	0.00104625	0.00230337	0.0185703	0.00744349	0.00884545	0.0193452	0.00680016	0.00389429	0.00381205	0.0063351	0.00359138	0.00378621	0.0101156	0.0107777	0.00999408	0.0312078	0.00978429	0.0046375	0.000977506	0.00891365	0.000949055	0.00597764	0.0142265	0.00920212	0.0031928	0.000779852	0.00557684	0.0131256	0.00507818	0.00642264	0.000679813	0.00628095	0.00739718	0.0109944	0.00859255	0.000526451	0.00217793	0.000548679	0.00658656	0.0246692	0.001291	0.0304517	0.0182338	0.0140787	0.00301134	0.0133949	0.00324138	0.00561035	0.000497464	0.0169111	0.00233103	0.00427336	0.0313939	0.00289953	0.00930947	0.0168548	0.00795723	0.00402441	0.011072	0.0195959	0.00141196	0.00320486	0.00751618	0.0100156	0.00404678	0.013196	0.0569821	0.00812658	0.0674476	0.268463	0.663472	1.50722	3.72491	14.8263	1.949686	0.00365834	0.00223124	0.00219635	0.00167203	0.00410316	0.0013939	0.0127044	0.00901248	0.00885508	0.0138221	0.00301293	0.00181404	0.00232613	0.0024387	0.00351889	0.0360727	0.0192673	0.0132142	0.00783348	0.00248104	0.00299441	8.39325e-05	0.00708618	0.0079891	0.0178515	0.00376533	0.00609273	0.00897826	0.007358	0.0149867	0.00219233	0.00548845	0.00405444	0.00652898	0.0117137	0.00206072	0.00624104	0.00782267	0.00155145	0.00543189	0.0104464	0.00462909	0.00551162	0.00516414	0.0043538	0.00823041	0.00534753	0.00414023	0.0212427	0.0194141	0.00347781	0.0143789	0.00553566	0.00499276	0.0142599	0.0128371	0.000283557	0.00358487	0.013777	0.00615358	0.004504	0.0196873	0.0127416	0.0256258	0.00248053	0.0114394	0.000983853	0.000790207	0.00173967	0.0140256	0.00562186	0.00668073	0.0146109	0.00513597	0.00294125	0.00287914	0.00478473	0.00271247	0.00285962	0.00764003	0.00814014	0.00754826	0.0235704	0.00738981	0.00350257	0.000738283	0.00673224	0.000716795	0.00451475	0.0107449	0.00695011	0.00241143	0.000589001	0.00421204	0.00991339	0.00383541	0.00485084	0.000513444	0.00474383	0.00558689	0.0083038	0.00648971	0.000397614	0.00164493	0.000414402	0.00497465	0.018632	0.000975056	0.0229993	0.0137715	0.0106332	0.00227438	0.0101168	0.00244812	0.00423734	0.000375721	0.0127725	0.00176057	0.00322755	0.023711	0.00218993	0.00703118	0.0127299	0.00600988	0.00303952	0.00836234	0.0148002	0.00106642	0.00242054	0.00567676	0.00756453	0.00305642	0.00996657	0.043037	0.00613778	0.655747	0.344253	0.6557466	1.324025
36	-3975.376	-4236.573	261.1966	0.00557594	0.00192427	0.000133731	0.00253319	0.00459405	0.00257965	0.0253593	0.0156833	0.0110191	0.00737186	0.00242424	0.00230249	0.00926114	0.00507179	0.0038011	0.0408545	0.0237175	0.022675	0.0185742	0.00315367	0.00575151	0.00227985	0.00708427	0.0388625	0.0198252	0.00201801	0.00685739	0.00810449	0.013246	0.00827474	0.0022239	0.00875949	0.00396576	0.0105879	0.0195701	0.00464753	0.00350348	0.0110991	0.00517099	0.00700359	0.0130321	0.00221959	0.00603885	0.00758165	0.00899299	0.01229	0.0050347	0.0131446	0.0332319	0.0241175	0.00520521	0.0187761	0.00751884	0.00453949	0.0322012	0.0212865	0.000685402	0.00338265	0.0200406	0.0125846	0.00452382	0.0219621	0.0118138	0.0350921	0.00367716	0.00396771	0.00103647	0.00407794	8.18719e-05	0.0244157	0.00579209	0.0165612	0.0181386	0.0133614	0.00236025	0.00606464	0.00389285	0.00184565	0.00638851	0.0171754	0.0241333	0.00685681	0.0292613	0.00781851	0.00553788	0.0013201	0.0253236	0.0035067	0.00420594	0.00602271	0.00242769	0.0142199	0.000957455	0.00304419	0.0158274	0.00677684	0.00923303	0.000499964	0.0129875	0.0101844	0.00933608	0.00507184	0.00852878	0.00281507	0.00550179	0.00322222	0.0186143	0.00106163	0.0449317	0.015187	0.00683806	0.00742167	0.00778426	0.00094379	0.00318139	0.00694503	0.0290534	0.00107055	0.00335725	0.0315492	0.00532676	0.00534128	0.00741551	0.00533788	0.00245576	0.0060972	0.0184812	0.00174152	0.00172519	0.00818822	0.000469225	0.00476418	0.00879123	0.0427607	0.00749103	0.0694185	0.27226	0.666386	1.50063	3.67295	14.4054	1.92886	0.00403899	0.00139387	9.68693e-05	0.00183494	0.00332775	0.0018686	0.0183693	0.0113604	0.00798183	0.00533989	0.00175602	0.00166783	0.00670841	0.0036738	0.00275337	0.0295934	0.01718	0.0164249	0.0134544	0.00228439	0.00416617	0.00165143	0.00513157	0.0281505	0.0143606	0.00146177	0.00496723	0.00587058	0.00959489	0.0059939	0.00161091	0.00634504	0.00287265	0.00766944	0.0141758	0.00336649	0.00253778	0.00803974	0.00374567	0.00507313	0.00943992	0.00160779	0.00437431	0.00549185	0.00651418	0.00890242	0.00364694	0.00952144	0.0240719	0.0174698	0.00377045	0.0136007	0.00544636	0.00328823	0.0233253	0.0154191	0.000496479	0.00245026	0.0145166	0.00911583	0.00327688	0.0159085	0.00855743	0.0254193	0.00266359	0.00287406	0.00075078	0.0029539	5.93048e-05	0.0176858	0.00419557	0.0119963	0.0131389	0.00967852	0.00170967	0.00439299	0.00281983	0.00133692	0.00462759	0.0124412	0.0174812	0.0049668	0.0211958	0.00566343	0.00401142	0.000956227	0.0183434	0.00254012	0.00304662	0.00436262	0.00175852	0.0103004	0.000693543	0.00220509	0.0114647	0.00490888	0.00668805	0.000362155	0.00940761	0.00737722	0.00676269	0.00367384	0.00617792	0.00203913	0.00398529	0.00233405	0.0134834	0.000769002	0.0325468	0.0110009	0.00495322	0.00537597	0.00563862	0.000683645	0.00230447	0.00503071	0.0210452	0.000775468	0.00243186	0.022853	0.0038585	0.00386901	0.00537151	0.00386655	0.00177886	0.00441657	0.0133871	0.00126149	0.00124966	0.00593123	0.000339889	0.00345099	0.00636803	0.0309742	0.00542621	0.747923	0.252077	0.7479233	1.380527
72	-3972.412	-4233.823	261.4114	0.0117108	0.00232904	0.00158357	0.00107774	0.00521677	0.00186997	0.0225769	0.0104458	0.00736893	0.00828442	0.00509055	0.00779596	0.00364887	0.00714656	0.00212585	0.0153367	0.0192151	0.0165774	0.0203873	0.00444842	0.00209803	0.00253838	0.0102843	0.00539015	0.0183928	0.00194344	0.00187954	0.0165839	0.00740727	0.00568791	0.00268985	0.0023458	0.00174507	0.0082775	0.0119803	0.00419499	0.0021899	0.0090843	0.00373815	0.00476133	0.0157458	0.00608898	0.00332609	0.0079411	0.00415231	0.0179519	0.00681302	0.00239417	0.0409426	0.0276139	0.0061529	0.016856	0.00755647	0.00336641	0.0185727	0.0127184	8.08308e-06	0.00549391	0.0149602	0.0159519	0.0023807	0.0137641	0.00993654	0.0267562	0.00599648	0.00870052	0.0020246	0.00266373	0.000140978	0.020471	0.00991338	0.0145224	0.0120983	0.00652525	0.00165395	0.00451598	0.000666452	0.00142799	0.0015668	0.0137526	0.0144225	0.00266862	0.0234016	0.0108595	0.00270606	0.00378775	0.0236149	0.00598955	0.00184794	0.00669677	0.00249209	0.0136283	0.00109088	0.00111251	0.00739118	0.00552645	0.0115566	0.00213574	0.00521333	0.00708581	0.0122116	0.00540705	0.00298606	0.00733513	0.00801581	0.00133893	0.0118801	0.000596833	0.00953412	0.0164166	0.00869799	0.00340507	0.00838327	0.0027291	0.00247669	0.000223276	0.0106394	0.00521155	0.00500121	0.0237881	0.00274687	0.0170286	0.00642533	0.000250904	0.0033596	0.00717948	0.012681	0.000332124	0.00169939	0.00187674	0.00310161	0.00578277	0.0129382	0.0327932	0.00391544	0.0591567	0.251827	0.650362	1.53761	3.97097	16.9043	2.044525	0.0106158	0.00211126	0.0014355	0.000976965	0.00472897	0.00169511	0.0204658	0.00946904	0.00667989	0.00750978	0.00461455	0.00706699	0.00330767	0.00647831	0.00192707	0.0139026	0.0174184	0.0150273	0.018481	0.00403246	0.00190185	0.00230102	0.0093227	0.00488614	0.016673	0.00176171	0.00170379	0.0150332	0.00671465	0.00515606	0.00243833	0.00212645	0.0015819	0.0075035	0.0108601	0.00380273	0.00198513	0.00823486	0.00338861	0.00431612	0.0142735	0.00551962	0.00301508	0.00719856	0.00376404	0.0162733	0.00617596	0.0021703	0.0371142	0.0250318	0.00557756	0.0152799	0.00684989	0.00305163	0.016836	0.0115291	7.32727e-06	0.00498019	0.0135613	0.0144603	0.00215809	0.0124771	0.00900741	0.0242544	0.00543577	0.00788697	0.00183528	0.00241466	0.000127796	0.0185568	0.00898642	0.0131645	0.0109671	0.0059151	0.0014993	0.0040937	0.000604135	0.00129446	0.00142029	0.0124667	0.0130739	0.00241909	0.0212134	0.00984404	0.00245303	0.00343357	0.0214067	0.00542949	0.00167515	0.00607058	0.00225907	0.012354	0.000988872	0.00100848	0.00670006	0.00500969	0.010476	0.00193603	0.00472585	0.00642324	0.0110697	0.00490146	0.00270685	0.00664925	0.00726628	0.00121374	0.0107692	0.000541025	0.00864262	0.0148815	0.00788467	0.00308667	0.00759938	0.00247392	0.0022451	0.000202399	0.00964451	0.00472424	0.00453357	0.0215637	0.00249002	0.0154363	0.00582452	0.000227443	0.00304546	0.00650815	0.0114953	0.000301068	0.00154049	0.00170125	0.00281159	0.00524205	0.0117284	0.0297269	0.00354932	0.728714	0.271286	0.7287141	1.103151
108	-3992.69	-4253.956	261.2658	0.00919638	0.00180072	0.00021767	0.00167894	0.00762931	0.00358515	0.0229261	0.01072	0.00747347	0.0120031	0.00428223	0.00314135	0.00379025	0.000966754	0.00211068	0.0253839	0.0234514	0.019534	0.0162838	0.00552129	0.010056	0.00352271	0.00793077	0.0221027	0.0181161	0.00373706	0.000289819	0.0030273	0.014556	0.00916351	0.00181012	0.00175393	0.00355485	0.014717	0.00957645	0.00473127	0.00133322	0.0182476	0.00558621	0.00342426	0.0157935	0.00289994	0.006754	0.0211273	0.0105299	0.0152812	0.00877493	0.00173185	0.0624564	0.0202674	0.0055889	0.0254685	0.00885931	0.00618488	0.0256338	0.0135996	0.000178652	0.0017219	0.0132975	0.00771688	0.00057901	0.0173138	0.0222447	0.0203265	0.0059528	0.00420214	0.00174986	0.00286217	0.000811247	0.0257433	0.00616108	0.024372	0.0113981	0.0107923	0.00297626	0.0102049	0.00193644	0.00565148	0.0023762	0.00702923	0.011995	0.00366866	0.0556665	0.00902858	0.0076651	0.0109655	0.0247645	0.00660811	0.00274057	0.00756147	0.00342111	0.00962668	5.35599e-05	0.00813118	0.0123625	0.00296025	0.00391301	0.000463215	0.0079589	0.00824656	0.00790772	0.00477829	0.00162563	0.0082138	0.00442481	0.000757084	0.0132281	0.000922981	0.0299183	0.0297823	0.00451359	0.00857042	0.00461566	0.000807625	0.00314949	0.00118203	0.01097	0.00196121	0.00421408	0.0465215	0.00728133	0.00990553	0.00461291	0.00055984	0.00375886	0.0153502	0.00567529	0.00120012	0.00187215	0.00559168	0.0012399	0.00994236	0.0132591	0.0049741	0.00441973	0.0634675	0.260616	0.65736	1.52124	3.83706	15.7561	1.993665	0.00722422	0.00141456	0.000170991	0.00131889	0.00599322	0.00281632	0.0180096	0.00842114	0.00587079	0.00942907	0.00336391	0.00246769	0.00297743	0.000759435	0.00165804	0.0199403	0.0184222	0.0153449	0.0127917	0.00433726	0.00789947	0.00276726	0.00623003	0.0173628	0.0142311	0.00293565	0.000227667	0.0023781	0.0114345	0.00719841	0.00142194	0.0013778	0.00279251	0.0115609	0.00752279	0.00371665	0.00104731	0.0143345	0.00438825	0.00268993	0.0124066	0.00227805	0.00530561	0.0165965	0.00827176	0.0120042	0.00689315	0.00136046	0.0490627	0.0159211	0.00439037	0.0200068	0.00695944	0.00485854	0.0201366	0.0106832	0.00014034	0.00135264	0.0104458	0.006062	0.000454842	0.0136009	0.0174743	0.0159675	0.00467623	0.003301	0.0013746	0.00224838	0.000637276	0.0202227	0.00483984	0.0191454	0.00895379	0.00847791	0.002338	0.00801648	0.00152117	0.00443952	0.00186663	0.00552182	0.00942271	0.00288192	0.0437289	0.00709241	0.00602132	0.00861397	0.0194538	0.00519101	0.00215286	0.00593992	0.00268746	0.00756225	4.20741e-05	0.00638746	0.00971137	0.00232543	0.00307387	0.000363879	0.00625212	0.0064781	0.00621191	0.00375359	0.00127702	0.00645236	0.00347591	0.000594728	0.0103913	0.000725049	0.0235024	0.0233955	0.00354565	0.0067325	0.00362584	0.000634431	0.00247409	0.000928546	0.0086175	0.00154063	0.00331037	0.036545	0.00571985	0.0077813	0.00362367	0.000439783	0.00295277	0.0120584	0.00445823	0.000942757	0.00147067	0.00439255	0.000974007	0.00781023	0.0104157	0.00390741	0.00347192	0.671003	0.328997	0.6710029	1.272992
144	-3982.368	-4243.68	261.3119	0.0032471	0.00244918	0.00281479	0.00143268	0.00228121	0.000927428	0.00930365	0.0100807	0.00293688	0.00352338	0.00328308	0.00335555	0.00233266	0.0143201	0.00124206	0.0138976	0.0293661	0.00607035	0.0174799	0.00733115	0.00389797	0.0047636	0.00480976	0.0165531	0.0227	0.00157457	0.00231825	0.00508456	0.0137084	0.00678221	0.0027309	0.00265336	0.00650884	0.00767114	0.00882782	0.00136505	0.000501566	0.00796847	0.00644211	0.00488691	0.0105688	0.00566942	0.0022492	0.00397917	0.00724391	0.017954	0.00337661	0.00403247	0.0240111	0.0155214	0.00662751	0.0133862	0.00904922	0.004033	0.0135079	0.0107705	0.000791479	0.0102096	0.0131361	0.00840515	0.00118266	0.0184301	0.0182933	0.0240274	0.00475387	0.0119482	0.00066902	0.00288579	0.000117947	0.0137444	0.00216267	0.0193552	0.025491	0.00726851	0.00195601	0.00106875	0.00266981	0.00274063	0.00123578	0.00805614	0.0231586	0.00621962	0.0326968	0.00326539	0.00490663	0.0103121	0.0188462	0.00271251	0.00333691	0.0123619	0.00462648	0.0104691	0.00369303	0.00425034	0.00790372	0.0022629	0.00963225	0.000598471	0.00681714	0.00382487	0.0108459	0.0110673	0.00285659	0.00230751	0.00225058	0.0022644	0.0192872	0.0022682	0.0215681	0.0212201	0.00166175	0.00128212	0.0228491	0.00186135	0.000992168	9.29947e-05	0.00224656	0.000959361	0.00305228	0.0339121	0.00248722	0.00873114	0.0072625	0.000618542	0.00252029	0.00939044	0.0112365	0.000192068	0.00165268	0.00310288	0.00260739	0.0078958	0.00966931	0.00455287	0.0029602	0.046539	0.224022	0.627051	1.59477	4.46384	21.4874	2.217988	0.00314147	0.0023695	0.00272322	0.00138607	0.002207	0.000897258	0.009001	0.00975275	0.00284134	0.00340876	0.00317628	0.00324639	0.00225678	0.0138543	0.00120165	0.0134455	0.0284108	0.00587288	0.0169112	0.00709266	0.00377117	0.00460864	0.0046533	0.0160146	0.0219616	0.00152334	0.00224284	0.00491915	0.0132625	0.00656158	0.00264206	0.00256704	0.0062971	0.00742159	0.00854064	0.00132064	0.000485249	0.00770925	0.00623254	0.00472793	0.010225	0.00548499	0.00217603	0.00384973	0.00700826	0.0173699	0.00326677	0.00390129	0.02323	0.0150165	0.00641191	0.0129507	0.00875484	0.0039018	0.0130685	0.0104202	0.000765731	0.00987745	0.0127088	0.00813172	0.00114418	0.0178305	0.0176982	0.0232458	0.00459922	0.0115595	0.000647256	0.00279191	0.00011411	0.0132973	0.00209232	0.0187256	0.0246618	0.00703206	0.00189238	0.00103398	0.00258296	0.00265148	0.00119558	0.00779407	0.0224053	0.00601729	0.0316332	0.00315916	0.00474701	0.00997664	0.0182331	0.00262427	0.00322836	0.0119598	0.00447598	0.0101285	0.0035729	0.00411207	0.0076466	0.00218929	0.00931891	0.000579002	0.00659537	0.00370045	0.0104931	0.0107073	0.00276367	0.00223245	0.00217736	0.00219073	0.0186598	0.00219441	0.0208665	0.0205298	0.00160769	0.00124041	0.0221058	0.0018008	0.000959892	8.99695e-05	0.00217348	0.000928152	0.00295299	0.0328089	0.00240631	0.00844711	0.00702625	0.000598421	0.0024383	0.00908496	0.0108709	0.00018582	0.00159892	0.00300194	0.00252257	0.00763895	0.00935476	0.00440476	0.0028639	0.696147	0.303853	0.6961474	1.033625
180	-3972.578	-4233.911	261.333	0.00295272	0.00448433	0.00273266	0.00190206	0.00428109	0.002627	0.0205341	0.0160879	0.0121843	0.0110122	0.00224237	0.00372778	0.00756769	0.0061832	0.00328089	0.0248327	0.0239253	0.00871198	0.0088652	0.00252957	0.00570383	0.00170306	0.00884017	0.0120669	0.014833	0.00221312	0.00106437	0.0157619	0.00784841	0.00288687	0.00290449	0.00517012	0.00603877	0.00838011	0.00681125	0.00279553	0.00427719	0.00975513	0.002958	0.00361257	0.00881673	0.00872849	0.00515673	0.0126007	0.00147982	0.0111608	0.00334021	0.00425948	0.0150925	0.0251709	0.00402535	0.0126843	0.00600041	0.00519066	0.0147779	0.0152744	0.00120545	0.00713163	0.00696238	0.00516655	0.00165015	0.0258612	0.0147069	0.013919	0.00380853	0.00781224	0.00132483	0.00246211	7.94364e-05	0.00858769	0.00288163	0.0126067	0.0171351	0.00602717	0.00191201	0.0016886	0.00186869	0.00212498	0.0092728	0.0106721	0.0186651	0.00478005	0.0593468	0.00747258	0.00546339	0.00443947	0.0161199	0.00280963	0.00133436	0.00496733	0.00656757	0.00888509	0.000113657	0.00639151	0.00806661	0.000237603	0.0169633	0.0007152	0.010348	0.00554568	0.0141174	0.014006	0.00198914	0.00685517	0.00320464	0.00573275	0.023452	0.00108727	0.0318278	0.0131566	0.00792066	0.0038095	0.012221	0.00066115	0.00256661	0.0019313	0.00668522	0.000996164	0.000616488	0.0364278	0.00399064	0.00911031	0.00854207	4.00375e-05	0.00455653	0.00461727	0.00864002	3.08311e-05	0.00167799	0.0020508	0.00962754	0.00438569	0.00553196	0.0185273	0.00683783	0.0515358	0.235447	0.636857	1.57021	4.24725	19.404	2.144245	0.00272496	0.00413844	0.00252188	0.00175535	0.00395087	0.00242437	0.0189502	0.014847	0.0112444	0.0101628	0.00206941	0.00344024	0.00698396	0.00570626	0.00302782	0.0229172	0.0220798	0.00803999	0.00818139	0.00233445	0.00526387	0.0015717	0.00815829	0.0111361	0.0136888	0.00204241	0.000982275	0.0145461	0.00724303	0.00266419	0.00268045	0.00477133	0.00557297	0.00773372	0.00628586	0.00257989	0.00394727	0.00900267	0.00272983	0.00333392	0.00813666	0.00805522	0.00475897	0.0116287	0.00136567	0.0103	0.00308257	0.00393093	0.0139283	0.0232293	0.00371486	0.0117059	0.00553757	0.00479029	0.013638	0.0140962	0.00111247	0.00658153	0.00642534	0.00476803	0.00152287	0.0238664	0.0135725	0.0128454	0.00351476	0.00720965	0.00122264	0.0022722	7.33091e-05	0.00792529	0.00265936	0.0116343	0.0158134	0.00556227	0.00176452	0.00155835	0.00172455	0.00196107	0.00855755	0.0098489	0.0172254	0.00441134	0.0547692	0.00689619	0.00504197	0.00409704	0.0148765	0.00259291	0.00123144	0.00458418	0.00606099	0.00819975	0.00010489	0.00589851	0.0074444	0.000219275	0.0156548	0.000660033	0.00954986	0.00511792	0.0130285	0.0129257	0.00183571	0.0063264	0.00295745	0.00529055	0.021643	0.0010034	0.0293728	0.0121418	0.00730971	0.00351566	0.0112784	0.000610153	0.00236864	0.00178233	0.00616956	0.000919326	0.000568935	0.033618	0.00368282	0.00840759	0.00788318	3.69493e-05	0.00420507	0.00426112	0.00797358	2.8453e-05	0.00154856	0.00189262	0.00888493	0.00404741	0.00510526	0.0170982	0.0063104	0.611031	0.388969	0.6110312	1.083581
